X,Y,ID,FacilityNbr,FacilityStatus,FacilityName,LicenseType,StreetNbr,StreetName,City,State,Zip,County,OBLicenseNbr,OBBusinessName,OBFName,OBLName,OBTitle,OBAddress,OBAddress2,OBCity,OBState,OBZip,OBPhone1,OBPhone2,OBFax,Date_Opened,Date_Closed,Latitude,Longitude,Addr1,Addr2,F28,Bing,Type_,FFStationNetwork,FFStationNbr,StationNetwork,StationNbr,Geographic_Region,ACO,ACO_Name,ACO_PhoneNbr,DSE,DSE_Name,DSE_PhoneNbr,Field_FLSO,FLSO_Name,FLSO_PhoneNbr,SenateDistrict,AssemblyDistrict,CongressionalDistrict,Alirts_Facility_id,RCO,RCO_Name,RCO_PhoneNbr,PT1,PT1FullName,PT2,PT2FullName,RESPONSIBLE_REGION,ProposedBldgs,ObjectId
-13173927.8059811,4014620.32764932,2052,21939,A,"Lawndale Healthcare & Wellness Centre, LLC",Skilled Nursing and Interm. Care Facility,15100,Prairie Ave,Lawndale,CA,90260,Los Angeles,OB21939,"LAWNDALE HEALTHCARE & WELLNESS CENTRE, LLC",NullValue,NullValue,NullValue,15100 Prairie Ave,NullValue,Lawndale,CA,90260,3106793344,NullValue,3106447150,1964/05/21 00:00:00+00,1800/01/01 00:00:00+00,33.894318,-118.343407,"15100, Prairie Ave, Lawndale, CA, 90260","15100 Prairie Ave, Lawndale, CA 90260",,,,,,,,South Los Angeles Region,DGRAVES,Darren Graves,2138048739,HLI,Haoping Li,7146049713,DCARTER,Devin Carter,9162842967,35,61,43,1010,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2054
-13136639.2386015,4038347.67054114,2053,21940,A,Eastland Subacute And Rehabilitation Center,Skilled Nursing and Interm. Care Facility,3825,North Durfee Avenue,El Monte,CA,91732,Los Angeles,OB21940,EASTLAND SUBACUTE AND REHABILITATION CENTER,NullValue,NullValue,NullValue,3825 North Durfee Avenue,NullValue,El Monte,CA,91732,6264442535,NullValue,6264441548,1971/01/01 00:00:00+00,1800/01/01 00:00:00+00,34.0710602,-118.0084381,"3825, North Durfee Avenue, El Monte, CA, 91732","3825 North Durfee Avenue, El Monte, CA 91732",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,22,49,31,978,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2055
-13146535.3520899,4051542.12453202,2054,21941,A,Pasadena Park Healthcare And Wellness Center,Skilled Nursing and Interm. Care Facility,2585,E Washington Blvd,Pasadena,CA,91107,Los Angeles,OB21941,PASADENA PARK HEALTHCARE AND WELLNESS CENTER,NullValue,NullValue,NullValue,2585 E Washington Blvd,NullValue,Pasadena,CA,91107,6264634105,NullValue,6264634134,1966/10/07 00:00:00+00,1800/01/01 00:00:00+00,34.169185,-118.0973364,"2585, E Washington Blvd, Pasadena, CA, 91107","2585 E Washington Blvd, Pasadena, CA 91107",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,25,41,28,1011,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2056
-13158158.810117,4043388.64933085,2055,21946,A,Highland Park Skilled Nursing & Wellness Centre,Skilled Nursing and Interm. Care Facility,5125,Monte Vista St,Los Angeles,CA,90042,Los Angeles,OB21946,HIGHLAND PARK SKILLED NURSING & WELLNESS CENTRE,NullValue,NullValue,NullValue,5125 Monte Vista St,NullValue,Los Angeles,CA,90042,3232546125,NullValue,3232540293,1964/01/02 00:00:00+00,1800/01/01 00:00:00+00,34.1085625,-118.2017517,"5125, Monte Vista St, Los Angeles, CA, 90042","5125 Monte Vista St, Los Angeles, CA 90042",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,SFOLEY,Shawn Foley,2136202522,26,52,34,1012,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2057
-13170212.0726979,3999777.52198197,2056,21953,A,Palos Verdes Health Care Center,Skilled Nursing and Interm. Care Facility,26303,South Western Avenue,Lomita,CA,90717,Los Angeles,OB21953,Palos Verdes Health Care Center,NullValue,NullValue,NullValue,26303 Western Avenue,NullValue,Lomita,CA,90717,3107845440,NullValue,3107845448,1962/01/15 00:00:00+00,1800/01/01 00:00:00+00,33.783569,-118.310028,"26303, South Western Avenue, Lomita, CA, 90717","26303 South Western Avenue, Lomita, CA 90717",,,,,,,,South Los Angeles Region,DGRAVES,Darren Graves,2138048739,HLI,Haoping Li,7146049713,DCARTER,Devin Carter,9162842967,24,66,36,1014,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2058
-13147325.7650024,4023033.34121472,2057,21955,A,Brookfield Healthcare Center,Skilled Nursing and Interm. Care Facility,9300,Telegraph Rd,Downey,CA,90240,Los Angeles,OB21955,BROOKFIELD HEALTHCARE CENTER,NullValue,NullValue,NullValue,9300 Telegraph Rd.,NullValue,Downey,CA,90240,5628692567,NullValue,5628698788,1968/10/14 00:00:00+00,1800/01/01 00:00:00+00,33.9570276,-118.1044368,"9300, Telegraph Rd, Downey, CA, 90240","9300 Telegraph Rd, Downey, CA 90240",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,JHICKOK,Jaime Hickok,9165297679,30,64,38,1015,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2059
-13145267.2672425,4010656.21761453,2058,21957,A,Artesia Christian Home Inc.,Skilled Nursing and Interm. Care Facility,11614,183rd St.,Artesia,CA,90701,Los Angeles,OB21957,ARTESIA CHRISTIAN HOME INC.,NullValue,NullValue,NullValue,11614 183rd St,NullValue,Artesia,CA,90701,3108655210,NullValue,NullValue,1959/01/01 00:00:00+00,1800/01/01 00:00:00+00,33.864754,-118.085945,"11614, 183rd St., Artesia, CA, 90701","11614 183rd St., Artesia, CA 90701",,,,,,,,South Los Angeles Region,RGALLAWAY,Ron Gallaway,2138421647,HLI,Haoping Li,7146049713,MFONG1,Melvin Fong,2136206509,36,67,45,1017,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2060
-13183814.8246671,4023386.2190032,2059,21961,A,Playa Del Rey Center,Skilled Nursing and Interm. Care Facility,7716,W Manchester Ave,Playa Del Rey,CA,90293,Los Angeles,OB21961,PLAYA DEL REY CENTER,NullValue,NullValue,NullValue,7716 Manchester Ave,NullValue,Playa Del Rey,CA,90293,3108234694,NullValue,3108221260,1966/01/21 00:00:00+00,1800/01/01 00:00:00+00,33.9596569,-118.4322236,"7716, W Manchester Ave, Playa Del Rey, CA, 90293","7716 W Manchester Ave, Playa Del Rey, CA 90293",,,,,,,,North Los Angeles Region,RROBERTS,Robb Roberts,2135980896,JLEE,Jason Lee,8189171228,WMOSS,William Moss,2138421655,24,61,36,1018,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2061
-13108153.7052344,4037394.17319012,2060,21964,A,Pomona Vista Care Center,Skilled Nursing and Interm. Care Facility,651,N Main St,Pomona,CA,91768,Los Angeles,OB21964,POMONA VISTA CARE CENTER,NullValue,NullValue,NullValue,651 N Main St,NullValue,Pomona,CA,91768,9096232481,NullValue,9094550133,1959/09/14 00:00:00+00,1800/01/01 00:00:00+00,34.0639648,-117.7525482,"651, N Main St, Pomona, CA, 91768","651 N Main St, Pomona, CA 91768",,,,,,,,South Los Angeles Region,RGALLAWAY,Ron Gallaway,2138421647,TCHIU,Thomas Chiu,9096311605,DCARTER,Devin Carter,9162842967,22,53,35,1019,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2062
-13108181.7354822,4037519.25183958,2061,21965,A,Country Oaks Care Center,Skilled Nursing and Interm. Care Facility,215,W Pearl St,Pomona,CA,91768,Los Angeles,OB21965,COUNTRY OAKS CARE CENTER,NullValue,NullValue,NullValue,215 W Pearl St,NullValue,Pomona,CA,91768,9096221067,NullValue,9099923579,1964/06/18 00:00:00+00,1800/01/01 00:00:00+00,34.0648956,-117.7528,"215, W Pearl St, Pomona, CA, 91768","215 W Pearl St, Pomona, CA 91768",,,,,,,,South Los Angeles Region,RGALLAWAY,Ron Gallaway,2138421647,TCHIU,Thomas Chiu,9096311605,DCARTER,Devin Carter,9162842967,22,53,35,1020,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2063
-13165493.3508027,4048475.47062376,2062,21978,A,Royal Palms Post Acute,Skilled Nursing and Interm. Care Facility,630,W Broadway,Glendale,CA,91204,Los Angeles,OB21978,ROYAL PALMS POST ACUTE,NullValue,NullValue,NullValue,630 W Broadway,NullValue,Glendale,CA,91204,8182473395,NullValue,NullValue,1968/03/21 00:00:00+00,1800/01/01 00:00:00+00,34.146389,-118.267639,"630, W Broadway, Glendale, CA, 91204","630 W Broadway, Glendale, CA 91204",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,JHICKOK,Jaime Hickok,9165297679,25,52,30,1023,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2064
-13196311.0831617,4054729.90891557,2063,21980,A,West Valley Subacute and Nursing Center,Skilled Nursing and Interm. Care Facility,6740,Wilbur Ave.,Reseda,CA,91335,Los Angeles,OB21980,WEST VALLEY SUBACUTE AND NURSING CENTER,NullValue,NullValue,NullValue,6740 Wilbur Ave,NullValue,Reseda,CA,91335,8187083533,NullValue,8187083551,1968/11/13 00:00:00+00,1800/01/01 00:00:00+00,34.1928749,-118.5444794,"6740, Wilbur Ave., Reseda, CA, 91335","6740 Wilbur Ave., Reseda, CA 91335",,,,,,,,North Los Angeles Region,TEVANS,Tyler Evans,5592702895,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,20,46,32,1025,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2065
-13152473.0224094,4052226.10020067,2064,21982,A,"Pasadena Care Center, LLC",Skilled Nursing and Interm. Care Facility,1640,North Fair Oaks Blvd.,Pasadena,CA,91103,Los Angeles,OB21982,"PASADENA CARE CENTER, LLC",NullValue,NullValue,NullValue,1640 N Fair Oaks Ave,NullValue,Pasadena,CA,91103,6267737969,NullValue,6267733383,1971/01/19 00:00:00+00,1800/01/01 00:00:00+00,34.1742685,-118.1506754,"1640, North Fair Oaks Blvd., Pasadena, CA, 91103","1640 North Fair Oaks Blvd., Pasadena, CA 91103",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,25,41,28,1026,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2066
-13190572.407564,4066443.78862975,2065,21984,A,Rinaldi Convalescent Hospital,Skilled Nursing and Interm. Care Facility,16553,Rinaldi St,Granada Hills,CA,91344,Los Angeles,OB21984,RINALDI CONVALESCENT HOSPITAL,NullValue,NullValue,NullValue,16553 Rinaldi St,NullValue,Granada Hills,CA,91344,8183601003,NullValue,NullValue,1968/03/28 00:00:00+00,1800/01/01 00:00:00+00,34.279869,-118.492928,"16553, Rinaldi St, Granada Hills, CA, 91344","16553 Rinaldi St, Granada Hills, CA 91344",,,,,,,,North Los Angeles Region,TEVANS,Tyler Evans,5592702895,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,27,40,27,1027,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2067
-13146212.7259417,4030776.02095445,2066,21985,A,Rio Hondo Subacute & Nursing Center,Skilled Nursing and Interm. Care Facility,273,E Beverly Blvd,Montebello,CA,90640,Los Angeles,OB21985,RIO HONDO SUBACUTE & NURSING CENTER,NullValue,NullValue,NullValue,273 E Beverly Blvd,NullValue,Montebello,CA,90640,3237245100,NullValue,3237242183,1969/02/18 00:00:00+00,1800/01/01 00:00:00+00,34.0146998,-118.0944382,"273, E Beverly Blvd, Montebello, CA, 90640","273 E Beverly Blvd, Montebello, CA 90640",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,JHICKOK,Jaime Hickok,9165297679,30,54,38,1028,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2068
-13164452.1796053,4047387.22003892,2067,21987,A,"Glenridge Center, #140",Skilled Nursing and Interm. Care Facility,611,S Central Ave,Glendale,CA,91204,Los Angeles,OB21987,"GLENRIDGE CENTER, #140",NullValue,NullValue,NullValue,611 S Central Ave,NullValue,GLENDALE,CA,91204,8182466591,NullValue,NullValue,1965/06/09 00:00:00+00,1800/01/01 00:00:00+00,34.138298,-118.258286,"611, S Central Ave, Glendale, CA, 91204","611 S Central Ave, Glendale, CA 91204",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,JHICKOK,Jaime Hickok,9165297679,25,52,30,1029,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2069
-13148507.3657374,4024372.6919416,2068,21989,A,Riviera Healthcare Center,Skilled Nursing and Interm. Care Facility,8203,Telegraph Rd,Pico Rivera,CA,90660,Los Angeles,OB21989,RIVIERA HEALTHCARE CENTER,NullValue,NullValue,NullValue,8203 Telegraph Rd,NullValue,Pico Rivera,CA,90660,5628062576,NullValue,5629285033,1966/06/29 00:00:00+00,1800/01/01 00:00:00+00,33.9670067,-118.1150513,"8203, Telegraph Rd, Pico Rivera, CA, 90660","8203 Telegraph Rd, Pico Rivera, CA 90660",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,JHICKOK,Jaime Hickok,9165297679,30,56,38,1031,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2070
-13161922.0656908,4048933.68071898,2071,21996,A,Glendale Post Acute Center,Skilled Nursing and Interm. Care Facility,250,N Verdugo Rd,Glendale,CA,91206,Los Angeles,OB21996,GLENDALE POST ACUTE CENTER,NullValue,NullValue,NullValue,250 N Verdugo Rd,NullValue,Glendale,CA,91206,8182441133,NullValue,NullValue,1966/12/05 00:00:00+00,1800/01/01 00:00:00+00,34.1497955,-118.2355576,"250, N Verdugo Rd, Glendale, CA, 91206","250 N Verdugo Rd, Glendale, CA 91206",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,JHICKOK,Jaime Hickok,9165297679,25,52,30,1035,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2073
-13173492.9252584,4005059.16298016,2072,21997,A,Beachside Post Acute,Skilled Nursing and Interm. Care Facility,22520,Maple Ave,Torrance,CA,90505,Los Angeles,OB21997,BEACHSIDE POST ACUTE,NullValue,NullValue,NullValue,22520 Maple Ave,NullValue,Torrance,CA,90505,3103269131,NullValue,3105396377,1965/06/21 00:00:00+00,1800/01/01 00:00:00+00,33.8229942,-118.3395004,"22520, Maple Ave, Torrance, CA, 90505","22520 Maple Ave, Torrance, CA 90505",,,,,,,,South Los Angeles Region,DGRAVES,Darren Graves,2138048739,TCHIU,Thomas Chiu,9096311605,DCARTER,Devin Carter,9162842967,24,66,36,1036,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2074
-13177533.0546697,4035638.12422771,2073,21998,A,"Flower Villa, Inc.",Skilled Nursing and Interm. Care Facility,1480,S La Cienega Blvd,Los Angeles,CA,90035,Los Angeles,OB21998,"FLOWER VILLA, INC.",NullValue,NullValue,NullValue,1480 S LA Cienega Blvd,NullValue,Los Angeles,CA,90035,3106523030,NullValue,3106520329,1955/03/07 00:00:00+00,1800/01/01 00:00:00+00,34.0508957,-118.3757935,"1480, S La Cienega Blvd, Los Angeles, CA, 90035","1480 S La Cienega Blvd, Los Angeles, CA 90035",,,,,,,,North Los Angeles Region,RROBERTS,Robb Roberts,2135980896,JLEE,Jason Lee,8189171228,WMOSS,William Moss,2138421655,28,55,37,1037,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2075
-13154085.5631571,4000813.24999986,2074,22002,A,Courtyard Care Center,Skilled Nursing and Interm. Care Facility,1880,Dawson Avenue,Signal Hill,CA,90755,Los Angeles,OB22002,Court Yard Health Center,NullValue,NullValue,NullValue,1880 Dawson Avenue,NullValue,Signal Hill,CA,90755,5624945188,NullValue,5624948758,1955/01/21 00:00:00+00,1800/01/01 00:00:00+00,33.7913017,-118.1651611,"1880, Dawson Avenue, Signal Hill, CA, 90755","1880 Dawson Avenue, Signal Hill, CA 90755",,,,,,,,South Los Angeles Region,RGALLAWAY,Ron Gallaway,2138421647,TCHIU,Thomas Chiu,9096311605,DCARTER,Devin Carter,9162842967,33,69,42,1071,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2076
-13170347.2702195,4033282.51378439,2076,22005,A,St. John of God Retirement and Care Center,Skilled Nursing and Interm. Care Facility,2468,South St. Andrews Place,Los Angeles,CA,90018,Los Angeles,OB22005,ST. JOHN OF GOD RETIREMENT AND CARE CENTER,NullValue,NullValue,NullValue,2468 S St Andrews Pl,NullValue,Los Angeles,CA,90018,3237310641,NullValue,3237371452,1946/01/01 00:00:00+00,1800/01/01 00:00:00+00,34.0333613,-118.3112425,"2468, South St. Andrews Place, Los Angeles, CA, 90018","2468 South St. Andrews Place, Los Angeles, CA 90018",,,,,,,,North Los Angeles Region,RROBERTS,Robb Roberts,2135980896,JLEE,Jason Lee,8189171228,JHICKOK,Jaime Hickok,9165297679,28,55,37,1074,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2078
-13171466.4986438,4015757.07816674,2077,22009,A,Las Flores Convalescent Hospital,Skilled Nursing and Interm. Care Facility,14165,Purche Ave,Gardena,CA,90249,Los Angeles,OB22009,LAS FLORES CONVALESCENT HOSPITAL,NullValue,NullValue,NullValue,14165 Purche Ave,NullValue,Gardena,CA,90249,3103234570,NullValue,3103234675,1969/01/24 00:00:00+00,1800/01/01 00:00:00+00,33.9027939,-118.3212967,"14165, Purche Ave, Gardena, CA, 90249","14165 Purche Ave, Gardena, CA 90249",,,,,,,,South Los Angeles Region,DGRAVES,Darren Graves,2138048739,HLI,Haoping Li,7146049713,DCARTER,Devin Carter,9162842967,35,61,43,963,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2079
-13146027.3567256,4034968.28460358,2082,22020,A,San Gabriel Convalescent Center,Skilled Nursing and Interm. Care Facility,8035,Hill Drive,Rosemead,CA,91770,Los Angeles,OB22020,San Gabriel Convalescent Center,NullValue,NullValue,NullValue,8035 East Hill Drive,NullValue,Rosemead,CA,90010,6262804820,NullValue,6262800227,1964/08/06 00:00:00+00,1800/01/01 00:00:00+00,34.04591,-118.092773,"8035, Hill Drive, Rosemead, CA, 91770","8035 Hill Drive, Rosemead, CA 91770",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,25,49,28,1040,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2084
-13143284.778431,4045278.93854498,2083,22022,A,San Marino Healthcare Center,Skilled Nursing and Interm. Care Facility,6812,N Oak Ave,San Gabriel,CA,91775,Los Angeles,OB22022,SAN MARINO HEALTHCARE CENTER,NullValue,NullValue,NullValue,6812 N Oak Ave,NullValue,San Gabriel,CA,91775,6264465263,NullValue,6264468109,1960/12/07 00:00:00+00,1800/01/01 00:00:00+00,34.122621,-118.068136,"6812, N Oak Ave, San Gabriel, CA, 91775","6812 N Oak Ave, San Gabriel, CA 91775",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,25,49,28,1041,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2085
-13140701.4426679,4042564.48827519,2084,22025,A,Santa Anita Convalescent Hospital,Skilled Nursing and Interm. Care Facility,5522,Gracewood Ave.,Temple City,CA,91780,Los Angeles,OB22025,SANTA ANITA CONVALESCENT HOSPITAL,NullValue,NullValue,NullValue,5522 Gracewood Ave,NullValue,Temple City,CA,91780,6265790310,NullValue,NullValue,1946/01/01 00:00:00+00,1800/01/01 00:00:00+00,34.1024323,-118.0449295,"5522, Gracewood Ave., Temple City, CA, 91780","5522 Gracewood Ave., Temple City, CA 91780",,,,,,,,North Los Angeles Region,SMCKEY,Sara McKey,2138149629,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,25,49,28,1042,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2086
-13159647.6303827,4004202.49866453,2086,22027,A,Beachside Post Acute,Skilled Nursing and Interm. Care Facility,3294,Santa Fe Ave,Long Beach,CA,90810,Los Angeles,OB22027,BEACHSIDE POST ACUTE,NullValue,NullValue,NullValue,3294 Santa Fe Ave,NullValue,Long Beach,CA,90810,5624240757,NullValue,NullValue,1964/01/14 00:00:00+00,1800/01/01 00:00:00+00,33.8166008,-118.215126,"3294, Santa Fe Ave, Long Beach, CA, 90810","3294 Santa Fe Ave, Long Beach, CA 90810",,,,,,,,South Los Angeles Region,RGALLAWAY,Ron Gallaway,2138421647,HLI,Haoping Li,7146049713,DCARTER,Devin Carter,9162842967,33,69,44,1043,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2088
-13189272.0734601,4032733.99717965,2089,22031,A,Santa Monica Health Care Center,Skilled Nursing and Interm. Care Facility,1320,20th St.,Santa Monica,CA,90404,Los Angeles,OB22031,SANTA MONICA HEALTH CARE CENTER,NullValue,NullValue,NullValue,1320 - 20TH STREET,NullValue,SANTA MONICA,CA,90404,3108294301,NullValue,,1962/03/21 00:00:00+00,1800/01/01 00:00:00+00,34.0292778,-118.4812469,"1320, 20th St., Santa Monica, CA, 90404","1320 20th St., Santa Monica, CA 90404",,,,,,,,North Los Angeles Region,DGRAVES,Darren Graves,2138048739,JLEE,Jason Lee,8189171228,WMOSS,William Moss,2138421655,24,51,36,1044,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2091
-13186855.338447,4032068.47854868,2091,22034,A,Ocean Park Healthcare,Skilled Nursing and Interm. Care Facility,2828,Pico Blvd,Santa Monica,CA,90405,Los Angeles,OB22034,OCEAN PARK HEALTHCARE,NullValue,NullValue,NullValue,2828 Pico Blvd,NullValue,Santa Monica,CA,90405,3104507694,NullValue,3104508836,1962/03/01 00:00:00+00,1800/01/01 00:00:00+00,34.024323,-118.459537,"2828, Pico Blvd, Santa Monica, CA, 90405","2828 Pico Blvd, Santa Monica, CA 90405",,,,,,,,North Los Angeles Region,DGRAVES,Darren Graves,2138048739,JLEE,Jason Lee,8189171228,WMOSS,William Moss,2138421655,24,51,36,1045,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2093
-13186826.5066988,4032063.5089303,2092,22035,A,Sunset Park Healthcare,Skilled Nursing and Interm. Care Facility,2250,29th St.,Santa Monica,CA,90405,Los Angeles,OB22035,SUNSET PARK HEALTHCARE,NullValue,NullValue,NullValue,2250 29th St,NullValue,Santa Monica,CA,90405,3104507694,NullValue,3104508836,1965/01/22 00:00:00+00,1800/01/01 00:00:00+00,34.024286,-118.459278,"2250, 29th St., Santa Monica, CA, 90405","2250 29th St., Santa Monica, CA 90405",,,,,,,,North Los Angeles Region,RROBERTS,Robb Roberts,2135980896,JLEE,Jason Lee,8189171228,WMOSS,William Moss,2138421655,24,51,36,1046,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2094
-13187938.6774675,4034017.6225075,2093,22036,A,Brentwood Health Care Center,Skilled Nursing and Interm. Care Facility,1321,Franklin Street,Santa Monica,CA,90404,Los Angeles,OB22036,BRENTWOOD HEALTH CARE CENTER,NullValue,NullValue,NullValue,1321 FRANKLIN STREET,NullValue,SANTA MONICA,CA,90404,3108285596,NullValue,NullValue,1965/02/02 00:00:00+00,1800/01/01 00:00:00+00,34.0388336,-118.4692688,"1321, Franklin Street, Santa Monica, CA, 90404","1321 Franklin Street, Santa Monica, CA 90404",,,,,,,,North Los Angeles Region,DGRAVES,Darren Graves,2138048739,JLEE,Jason Lee,8189171228,WMOSS,William Moss,2138421655,24,51,36,1047,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2095
-13169966.6354846,3993815.12129555,2096,22040,A,Seacrest Post-Acute Care Center,Skilled Nursing and Interm. Care Facility,1416,W 6Th St,San Pedro,CA,90732,Los Angeles,OB22040,SEACREST POST-ACUTE CARE CENTER,NullValue,NullValue,NullValue,1416 W 6th Street,NullValue,San Pedro,CA,90732,3108333526,NullValue,NullValue,1962/06/18 00:00:00+00,1800/01/01 00:00:00+00,33.7390404,-118.3078232,"1416, W 6Th St, San Pedro, CA, 90732","1416 W 6Th St, San Pedro, CA 90732",,,,,,,,South Los Angeles Region,DGRAVES,Darren Graves,2138048739,HLI,Haoping Li,7146049713,DCARTER,Devin Carter,9162842967,35,66,44,1049,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,2098
-13173443.6663837,4063711.61170866,2098,22043,A,The Hills Healthcare Center,Skilled Nursing and Interm. Care Facility,10158,Sunland Blvd,Sunland,CA,91040,Los Angeles,OB22043,THE HILLS HEALTHCARE CENTER,NullValue,NullValue,NullValue,10158 Sunland Blvd,NullValue,Sunland,CA,91040,8183537800,NullValue,NullValue,1964/09/21 00:00:00+00,1800/01/01 00:00:00+00,34.2595863,-118.3390579,"10158, Sunland Blvd, Sunland, CA, 91040","10158 Sunland Blvd, Sunland, CA 91040",,,,,,,,North Los Angeles Region,JHARRISON,Jason Harrison,6192486295,JLEE,Jason Lee,8189171228,WMOSS,William Moss,2138421655,20,44,30,1052,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,2100
